index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_sFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,1,0.7365439093484419,0.8,-0.0008387238068913311,0.011458332618313754,-0.0004797454038919014,0.0,0.0,0.07676501415550677,-0.06007085223941148,0.0,0.00945962217795011,-0.014664067598120056,-0.0028623949884266056,0.04439644173373182,-0.12661971730031912
1,0,1,0.5519454472523064,0.8,0.004640291908410525,0.001821336971596292,0.001111060330151486,0.0,0.0,-0.05403179773029636,0.0048891944476048485,0.0,0.007707524942599821,-0.017141911512942656,-0.0028623949884266056,-0.09012421443118945,-0.10406364268520149
2,0,1,0.7280248190279214,0.8,0.003732239106382325,0.0017233532844454647,-0.006527118490686862,0.0,0.0,-0.06144246020512795,0.00820924918366909,0.0,0.007646549055006956,-0.014194386781348708,-0.0028623949884266056,-0.09266263875183603,0.08440242761584346
3,0,1,0.8921933085501859,0.8,-0.0013215053520143983,0.013489053435749533,-0.0004797454038919014,0.0,0.0,0.13611418256830352,-0.056009522529832635,0.0,0.00950376339809422,-0.011325012334024963,-0.0028623949884266056,0.041211122122537316,-0.036126632366308066
4,0,1,0.7418335089567967,0.8,-0.0008749599943605477,0.0018943277561411674,0.0015987511116125953,0.0,0.0,-0.05287004809227672,0.1267543809637087,0.0,-0.007657755619292647,-0.0037805928928668635,-0.003269255772731624,-0.04506228311932723,-0.07489905538380992
5,0,1,0.6589945487583283,0.8,-0.0005110787448410134,0.004999865020079652,-0.0007345905861017491,0.0,0.0,-0.08686315628542854,-0.07266562919958883,0.0,0.008604780987430699,-0.0264157617759095,-0.0028623949884266056,0.12251889944307383,-0.08707638511195945
6,0,1,0.6451612903225806,0.8,-0.0007194951119424559,0.002805406228451445,-0.0007345905861017491,0.0,0.0,-0.04643893275977285,-0.07352309243793213,0.0,0.008596224312853628,-0.016560772250244386,-0.0028623949884266056,0.09672907815135061,-0.12213014023565458
7,1,0,1.0,0.2,0.0005280959632418003,-0.001791290358638306,0.0005452518847430711,0.0,0.0,0.09432938565957454,0.1479816012267617,0.0,-0.009722274007577998,0.029894775740689918,0.0028623949884266074,0.3254857143260552,0.20988634457672342
8,0,1,0.5870646766169154,0.8,0.0008935229146698406,0.0028439275301602885,0.0003698368952798214,0.0,0.0,0.05837906662991733,-0.06625355594440398,0.0,0.009108639516514475,-0.015002421373318794,-0.0028623949884266056,-0.13023761475001527,-0.07017432981346153
9,0,0,1.0,0.2,0.0005110787448410093,-0.0016032904085128725,0.0007345905861017481,0.0,0.0,0.03988538246869213,0.15305093492387237,0.0,-0.008558985322272653,0.03656615793546751,0.0028623949884266074,0.22302090453600193,0.35353083154738235
10,0,1,0.5519454472523064,0.8,0.004640291908410525,0.001821336971596292,0.001111060330151486,0.0,0.0,-0.05403179773029636,0.0048891944476048485,0.0,0.007707524942599821,-0.017141911512942656,-0.0028623949884266056,-0.09012421443118945,-0.10406364268520149
