index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_sFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,0.6411480283973867,0.1999999999999982,-0.0019249945272326655,-0.0012244318638587276,0.012543854897816727,0.0,0.0,-0.03686682948900196,0.07641777680421952,0.00015751107426923978,-0.005879986999512532,0.006956890070580699,0.003689168778238712,0.0593639722176385,0.3279150974342251
1,0,0,0.7280575355939048,0.1999999999999982,-0.002772270905551914,0.0006644068047853488,-0.008912858656185251,0.0,0.0,0.021010594664988298,0.03061036178149498,-0.002283545795040512,-0.00535777671586965,-2.3029829251878325e-05,0.005893652166592966,0.21011138562128093,0.27911661645665714
2,0,1,0.6534594740065363,0.8000000000000018,-0.010634838967398646,-0.0012296070086007939,0.0012135939204931596,0.0,0.0,-0.030417646343310012,-0.008493041991551044,0.0019458934989484973,0.003224722520530177,0.002553762166525471,-0.0053553195597831685,-0.08126269212872689,-0.018085352100608347
3,0,1,0.9439310866160966,0.8000000000000018,0.002248461342047577,0.004358947558430373,-0.012409307258609496,0.0,0.0,0.23075741468060218,-0.03358575509860684,-0.00018504610098328368,0.006095050900444334,-0.002513763229273998,-0.003649210514216584,-0.03841841733706356,-0.008767288326691722
4,0,0,0.6799106975271064,0.1999999999999982,-0.0009110936327289491,0.004071046609868811,0.001097254169849141,0.0,0.0,0.027850220859634386,-0.030295233532143757,-0.0007304172891990297,-0.005431386124221613,-4.512638928734293e-05,0.010271728099897756,0.2230190831644079,0.251014621591024
5,0,0,0.6626149329372677,0.1999999999999982,-0.0028219770032104786,0.0003039032401145223,0.015105124983286256,0.0,0.0,0.08486090510645977,0.05783843726129401,0.00010410847790546546,-0.005660410987951102,0.005799553400570659,0.004047452861058809,0.058408036108772945,0.24462979948896305
6,0,1,0.5714968696008513,0.8000000000000018,0.003742902815513426,-0.0001704517749103232,-0.0140720074398876,0.0,0.0,0.015135100929297013,-0.050061323091644544,-0.0001248929083985156,0.005629332323012968,-0.003408503454382444,-0.003965392013993824,0.026462578576114695,-0.207670474359887
7,1,0,0.5423427423067393,0.1999999999999982,-0.0044459986254482805,-0.0001039514116709933,0.013096924755174265,0.0,0.0,0.07070450165487387,-0.10742522264458201,0.0014973255343616917,-0.005354775973861449,0.0053347172277211545,0.004154182586876863,0.1485219880292763,0.21636305117401214
8,0,0,0.8313614895455398,0.1999999999999982,-0.0020293470948786045,-0.0002572075873378895,0.002108465798189223,0.0,0.0,-0.004699527566115351,0.13443202589859507,-0.0007342741993865777,-0.005945551014638413,0.005225693930031155,0.00434786517171332,0.24254473623981052,0.256368609969558
9,0,0,1.0,0.1999999999999982,-0.0028409825138987124,0.0008370782594461986,0.015853773515927105,0.0,0.0,0.06848840879911196,0.08385621969275121,0.000507207454349539,-0.005474659834436374,0.016270120633033278,0.004016244119037461,0.20348045000708204,0.41500613986758994
10,0,0,0.8002574167624449,0.1999999999999982,-0.0028131453059479206,0.0006213182378117606,-0.008927540621777953,0.0,0.0,0.07431447165484112,0.033964041700906715,-0.002283545795040512,-0.0054834172440611974,-0.0009182869161448648,0.005771373460022419,0.21620605441359275,0.2898060931782376
11,0,1,0.8592852021780262,0.8000000000000018,0.0030468865732860696,0.0022830642782392828,-0.012634142583953227,0.0,0.0,0.1227802527068564,0.21862515297890014,-0.00020168308762427714,0.005631007015545226,-0.002643143714715293,-0.003792153424776821,-0.06778860136931454,-0.20602143719443514
12,0,0,0.7566089679318234,0.1999999999999982,0.003094073216731547,0.0050330760347861965,0.00441084962041902,0.0,0.0,0.02527195845038728,0.13694262084559347,-0.00236088001628461,-0.005446902038458593,-0.01294700652601043,0.011003092006585702,0.10897122623421496,0.28263686010385497
13,0,1,0.7552168700844876,0.8000000000000018,0.0036780771375543577,-7.019971743189573e-05,-0.01365017166462464,0.0,0.0,0.03694083764616771,-0.023044069892924138,-0.00014647005147500465,0.005564641198826289,-0.0025751280014284263,-0.003544878674459082,0.053006817662826014,-0.10094258555856171
14,0,0,0.7156340068877651,0.1999999999999982,-0.0037180876364314944,1.6128980417120358e-05,0.013519098701245416,0.0,0.0,0.0370375488589663,0.07348452698914253,0.0001326569710345286,-0.005566625496762475,0.008707008496457032,0.0035487442585276216,0.054626407214841924,0.3338465995503211
15,1,0,0.9373713306860282,0.1999999999999982,-0.002772270905551914,0.0006368016334185283,-0.008914634928126459,0.0,0.0,0.07691427255095226,0.07413912091222877,-0.002283545795040512,-0.005597864140046855,-0.0003773528769473377,0.005641314213975978,0.19999881671555095,0.3999866733056109
16,0,1,0.5672171048163963,0.8000000000000018,0.00450592713596233,0.0001479883121117809,-0.012885148993764582,0.0,0.0,-0.06114915692820171,0.1797132359300456,-0.0007455053517063788,0.005401282438941465,-0.00458841189616536,-0.004146154052731259,-0.15016285170697696,-0.18887410007113972
17,0,1,0.9898146904662806,0.8000000000000018,-0.0004124492049162781,0.006071724754124214,-0.030081511978325443,0.0,0.0,0.039089639291201815,-0.004276275638888383,-0.0002783341543200502,0.04696269450320693,0.02432018352451257,-0.0061194389069854265,-0.1186006836134347,0.23313914189008814
18,0,0,0.6141755286450743,0.1999999999999982,0.08730058021840054,0.02803996008859876,0.05660409402837988,0.0,0.0,-0.13571910206799137,0.0395793146236676,0.00040452309083657877,0.03344805275195068,0.05500613248933674,0.005829184086346362,0.12923420951077932,0.11444857982476818
19,0,0,0.6768460661701645,0.1999999999999982,-0.0040453521361702716,-0.000244682006722444,0.013779369809744053,0.0,0.0,0.04839362159528564,0.05711546340147615,0.0002000573507217558,-0.005663876671422371,0.007970813718348091,0.003692596043146027,0.07531911868223252,0.28032893638352
20,0,0,0.5905482163379766,0.1999999999999982,-0.0037724446454813505,1.5422082759984395e-05,0.013605410321597546,0.0,0.0,0.03795724694236417,0.041619734330602155,0.00018356215569061276,-0.005644492395147036,0.005584499949439874,0.003966501460585965,0.07122372100848362,0.2258090551270769
