index,true,pred_label,pred_prob,shap_sBytesAvg,shap_rBytesAvg,shap_rFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,0.9951937610347132,0.10572233530579701,-0.10572233530579697,-0.028761434937596773,0.028761434937596607,0.0,0.0,0.033073520817918846,-0.03307352081791903,0.03692837113558934,-0.036928371135589534,-0.13630128223469198,0.13630128223469215,-0.015025893356245518
1,0,0,0.9310028265986519,-0.15826379038394348,0.1582637903839436,0.016029369738586444,-0.016029369738586475,0.0036166043093655287,-0.003616604309365473,0.034169832289719364,-0.03416983228971935,0.03598777340700735,-0.03598777340700744,0.10785916083551392,-0.10785916083551403,0.13398253313356914
2,1,1,0.9989611741859623,0.0,0.0,0.07506203390386672,-0.07506203390386662,0.0,0.0,-0.4106878361920253,0.4106878361920255,-0.4505628980264346,0.45056289802643484,0.027003559302249402,-0.027003559302249514,-0.05519867161235743
3,1,1,0.9935131121080951,-0.08320120225664589,0.08320120225664594,-0.04134469673772645,0.041344696737726484,0.0,0.0,0.017618659704535484,-0.01761865970453521,0.02069996728389748,-0.020699967283897287,-0.13871855380309756,0.13871855380309756,-0.11787443137154609
4,0,0,0.9981636542629501,-0.10714189018145515,0.10714189018145505,0.01382356775858673,-0.013823567758586841,0.0,0.0,0.031930927322802,-0.03193092732280206,0.03589177188123352,-0.03589177188123363,0.1424094683156109,-0.14240946831561083,0.22436013696675597
5,1,1,0.9999999999999443,-0.03858174956825384,0.0385817495682538,0.0,0.0,0.0,0.0,0.011465308834521414,-0.01146530883452162,0.010630352867122548,-0.010630352867122599,0.02424421180104996,-0.02424421180104983,-0.045622367757687785
6,0,0,0.9959524817025722,-0.07141051876085998,0.0714105187608599,0.01689301075164715,-0.016893010751647286,0.0,0.0,0.03581856525015664,-0.035818565250156524,0.03908517416768783,-0.03908517416768762,0.16673159106126903,-0.16673159106126897,-0.21215149851015702
7,0,0,0.9966530600455734,0.10414980483960123,-0.1041498048396012,-0.030012907974521455,0.03001290797452146,0.0,0.0,0.03349933434783122,-0.03349933434783106,0.038472166584451996,-0.03847216658445196,-0.12906063781540894,0.12906063781540897,-0.020253989311786624
8,0,0,0.997493285946853,-0.12879379070793534,0.12879379070793548,0.01546380334086439,-0.015463803340864501,0.0,0.0,0.03303134619192604,-0.03303134619192596,0.03378980825634376,-0.03378980825634365,0.12701266488648458,-0.1270126648864844,0.21164168708700049
9,0,0,0.9982860223610243,-0.11386291304216947,0.11386291304216935,0.015077993095169828,-0.015077993095169745,0.0,0.0,0.03327728756441242,-0.03327728756441252,0.03888885394241074,-0.03888885394241093,0.1472413234526959,-0.14724132345269567,0.22095789653127132
10,0,0,0.9777505642628024,-0.06631857118060361,0.06631857118060361,0.017326317260690643,-0.017326317260690588,0.0,0.0,0.03198157474292605,-0.03198157474292604,0.0409678174096494,-0.04096781740964954,0.23314190498991705,-0.23314190498991708,-0.10118075366384513
