index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_rFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,1.0,0.19712148387943282,0.04108905080680454,0.016040473197219247,0.0003322987915009381,0.02187173552658785,0.01579272221311005,0.059157843245115124,-0.00534827795979699,0.09897041837399845,0.32869611763870993,0.03451639774119298,0.059278231493794596,0.08072156819037735,0.05175993686194885
1,0,0,1.0,0.19712148387943282,0.0057296581668814855,0.008602094840029922,0.0003693359027644984,0.09555915096773795,0.046557062251365654,0.010984862908701758,0.5335013817756719,0.07752505530602467,-0.07221532347063625,0.01607142607030813,-0.0012626847421430656,0.05583725797258522,0.025619238171270202
2,1,1,1.0,0.8028785161205668,-0.022243536122145954,0.01264457354332862,-0.0007466361041298323,0.047262908506351294,0.044377912624644966,0.022348031453742086,0.019028559808936942,-0.030196838966267018,-0.005428236039398124,0.03958261854328207,0.01957683650521532,-0.017418059810662086,0.06833334993652672
3,1,1,1.0,0.8028785161205668,0.014984769261745752,0.0007819744504588584,-0.0002937970715781795,-0.013860103243616292,-0.006942034274507804,-0.03282898584174951,0.07370794872833449,0.01636066516735839,0.04673430241458892,0.019145762910425922,0.014913401745587584,0.032364359035191456,0.032053220597186384
4,0,0,1.0,0.19712148387943282,0.0030563039482535146,0.004591572632890685,0.00020723657080234023,0.054745803170891644,0.034737922221792554,0.007002086985693448,0.6026374264326286,0.019465360254822872,0.06256238609824358,0.013812634066132007,-0.0012217787533434317,-0.022671434430065113,0.023952996921819788
5,1,1,1.0,0.8028785161205668,-0.008157861187558771,-0.0047003798361881285,-0.0005890817551550415,-0.022051151111968578,-0.008909128367547453,0.002836042619798069,0.043061012788336725,0.030291669468896425,0.22817000313634983,-0.017534791630369546,0.0034612399006977847,-0.022795513675877878,-0.025960576469988023
6,0,0,1.0,0.19712148387943282,0.02143634565631243,0.011415995227403728,0.0011097457175805899,0.038727173006326054,0.02138244068611359,0.01583289144941019,0.012941866889356838,0.049843704057821535,0.39880093724674776,0.03269258837186059,-0.0004171172734010866,0.14822163506343577,0.05089031002159454
7,0,0,1.0,0.19712148387943282,0.05955098157680786,0.01764462558088298,0.0003980796566426458,0.019464369424242827,0.009407012144846776,0.03001580385496417,-0.005682995394734314,0.11240517402779442,0.34692834450137516,-0.002703124677921251,0.0582589922107709,0.09715150179244228,0.06003975142244839
8,0,0,1.0,0.19712148387943282,0.0029106023222541517,0.0017452960723900416,0.0002502225493246497,0.061532317182961066,0.037342401736657455,-0.005876155355135749,0.6960510535149009,0.02823162678401449,-0.04508863519195637,0.010749193813715077,-0.0017034981392922252,-0.00907443239500211,0.02580852322573174
9,0,0,1.0,0.19712148387943282,0.003919350687345737,0.003106936507683091,0.00020887376326476708,0.0547335196861107,0.03473743930512385,-0.0019984275983823607,0.6094629731208885,0.021164751650113292,0.06262652149228583,0.013110414769297639,-0.0007753247340332706,-0.023431096108542333,0.026012583579407354
