index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_rFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,1.0,0.19712148387943704,0.0208310746481169,0.01023988836847554,0.001402415178654171,0.015023996806193011,0.009388535916612638,0.014681239273555347,-0.004329212805764457,0.10229079960861343,0.5245486467569307,-0.012940464626549209,-0.005717532589515572,0.0612359274203578,0.06622320216488918
1,0,0,1.0,0.19712148387943704,0.007101565138005054,0.003659904056275703,0.00104486329881281,0.054290752431171665,0.11384972770404424,0.008370785480292096,0.5544297229881225,0.08340606864830447,-0.08671350479223595,0.02876131946410334,0.003359063479213221,-0.0010096778090994555,0.03232792603356019
2,1,1,1.0,0.802878516120563,-0.040015539383439984,0.016313175060586785,-0.001101729627850733,0.024924522228417536,0.09200643695723393,0.0015083193296753423,0.016251816779445077,-0.11523265782560803,0.024223831981176017,0.051193598383639224,-0.0060877627006892,-0.011888925679627137,0.14502639837648754
3,1,1,1.0,0.802878516120563,-0.006436627919493814,0.0041588473594612665,-0.0007222800171913252,-0.01192428158199078,-0.007639723423308306,-0.004197468010672425,0.07417055218854576,-0.002029544357024506,0.14930388720779372,0.006155398241955148,-0.005853863414765218,0.031826589528046526,-0.029690001921909747
4,0,0,1.0,0.19712148387943704,0.00681654170415924,0.0049401666344760465,0.0006216686846543223,0.048493895059635986,0.06322171386655523,0.009068248847090805,0.6617284374315081,0.034864741649095914,-0.02927067053954083,0.019766937978065918,0.004117745585345463,-0.048665489872258716,0.027174579091782412
5,1,1,1.0,0.802878516120563,-0.011038566019515656,-0.002573834106641853,-0.0013799194994511892,-0.0128599979798102,-0.009719087725281378,-0.00045814604998491295,0.03750480223301576,-0.06608842877289799,0.34134387346251427,-0.028616669385968494,-0.001574766472434696,-0.015003924120839634,-0.032413851683257326
6,0,0,1.0,0.19712148387943704,0.009395263665212268,0.0036763169314727047,0.0022661044266887222,0.014445933606236243,0.011932360851293327,0.00892435734216901,-0.01148401097874805,0.021209118783060088,0.4910599750193735,0.02540871960238514,0.0031770114495171587,0.07766927955450945,0.14519808586740035
7,0,0,1.0,0.19712148387943704,0.01701794462386877,0.01023988836847554,0.001402415178654171,0.015023996806193011,0.009388535916612638,0.014681239273555347,-0.0040351238546607405,0.10229079960861343,0.5207355167326826,-0.012940464626549209,-0.005717532589515572,0.0723812285419985,0.062410072140641044
8,0,0,1.0,0.19712148387943704,0.007723703734322258,0.001950251649993689,0.0006439607590961178,0.045802378632541614,0.05821346761617988,-7.803429239247605e-05,0.7061380960743305,0.053588286552807195,-0.09467465608929154,0.017852832271476923,0.0019532092394843217,-0.026678737967326147,0.030443757939347508
9,0,0,1.0,0.19712148387943704,0.006984735586155614,0.002156153447462432,0.0006216686846543223,0.048493895059635986,0.06322171386655523,0.0038025913218390278,0.6645432065744756,0.03718942252199877,-0.027123769653196704,0.0187243109954035,0.004117745585345463,-0.0486518688036415,0.028798710933881918
10,0,0,1.0,0.19712148387943704,0.010959673878361206,0.003698862821073449,0.0023186975730886154,0.01872336555338748,0.013606987953014626,0.005556795214751174,0.0009341696301207335,0.016632932107716495,0.586783526736807,0.025729962385079547,0.0024833742783080945,0.05860839683360871,0.05684177115525236
11,0,0,1.0,0.19712148387943704,0.006951749794127349,0.0022081470106227333,0.0006240637419028382,0.048493895059635986,0.06320974583368504,0.0057108050837805,0.5645022887723449,0.017047915904649272,0.002856363243956739,0.013092048364824185,0.00411771145586327,-0.04909332705139783,0.12315710890657428
