index,true,pred_label,pred_prob,shap_sBytesAvg,shap_rBytesAvg,shap_rFinRate,shap_sttl,shap_rttl,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,0.997549026174561,0.11005036835264362,-0.11005036835264354,-0.03770199389796562,0.03770199389796563,0.0,0.0,0.033226762714062975,-0.03322676271406299,0.029990529918817555,-0.029990529918817475,-0.1479746595828952,0.14797465958289516,-0.026682142396798947
1,0,0,0.9576977149852323,-0.14168397605105137,0.14168397605105146,0.030378925385286634,-0.030378925385286595,0.0,0.0,0.02849954280051203,-0.028499542800511906,0.030768586517619875,-0.03076858651761975,0.10180667427657132,-0.10180667427657147,0.1367456016185104
2,1,1,0.9984806268127825,0.02939526661095726,-0.029395266610956927,0.041667110412944235,-0.04166711041294418,0.0,0.0,-0.4053522270675381,0.40535222706753843,-0.44090055421506186,0.4409005542150615,0.0,0.0,-0.03908662104510994
3,1,1,0.996986454624917,-0.0930014057713218,0.09300140577132185,-0.057460960239449105,0.05746096023944901,0.0,0.0,0.016404129591677277,-0.016404129591677096,0.01683492790716136,-0.01683492790716128,-0.1179363701321451,0.11793637013214496,-0.10237051089759006
4,0,0,0.9990982088028344,-0.10381325370114819,0.10381325370114822,0.025787377741492645,-0.02578737774149259,0.0,0.0,0.03219775906390508,-0.032197759063905255,0.0303851644473003,-0.030385164447300463,0.16097344979945444,-0.16097344979945438,0.22056765022166885
5,1,1,0.9999999999176876,-0.03096839159482521,0.030968391594825125,0.0,0.0,0.0,0.0,0.0,0.0,0.01264569001825704,-0.012645690018257123,0.03300193399121695,-0.03300193399121686,-0.0409731000081196
6,0,0,0.9790116830924417,-0.0895115237118673,0.08951152371186723,0.04226443352024198,-0.042264433520241916,0.0,0.0,0.034123693971670456,-0.03412369397167052,0.026452707408934014,-0.026452707408934156,0.1469741208776787,-0.14697412087767878,-0.19160284023398763
7,0,0,0.9980617028903936,0.10598557014655281,-0.10598557014655285,-0.038053997213397674,0.03805399721339768,0.0,0.0,0.03637069857771028,-0.036370698577710386,0.03242618991913363,-0.032426189919133756,-0.13835265106679145,0.13835265106679137,-0.03251197875068684
8,0,0,0.9992360380661127,-0.12714495168575574,0.12714495168575587,0.03289567965202612,-0.032895679652026014,0.0,0.0,0.02588431917882837,-0.025884319178828264,0.03246252063976756,-0.032462520639767595,0.13380202550288742,-0.13380202550288747,0.1977329327085527
9,0,0,0.9991861802213895,-0.10418610524172113,0.10418610524172113,0.029225216070417934,-0.029225216070418024,0.0,0.0,0.02984069874827365,-0.029840698748273616,0.032017716532169185,-0.03201771653216911,0.160933561808916,-0.16093356180891613,0.22163635984634292
10,0,0,0.9773039199148593,-0.0655655324608568,0.06556553246085674,0.030360232667226688,-0.03036023266722665,0.0,0.0,0.036580936773357005,-0.03658093677335714,0.02938929763040876,-0.029389297630408817,0.2349957250935478,-0.23499572509354763,-0.07620098442556382
11,0,0,0.9992619974849903,-0.09105731326066097,0.09105731326066097,0.021613157216083367,-0.021613157216083256,0.0,0.0,0.029569560796623342,-0.02956956079662335,0.03217657690637722,-0.03217657690637724,0.16554122928477558,-0.16554122928477558,0.21762257991257852
12,0,0,0.9975454721497841,0.11074887843382135,-0.1107488784338214,-0.03579473189361956,0.03579473189361963,0.0,0.0,0.0325898507625029,-0.03258985076250296,0.02933942834061111,-0.02933942834061116,-0.14411503662886802,0.14411503662886818,-0.027725104537316192
13,1,1,0.9999999999997158,0.0944420904195251,-0.09444209041952509,0.06338733606252955,-0.06338733606252982,0.0,0.0,0.0,0.0,-0.16367743874582746,0.16367743874582727,0.0,0.0,-0.058874409412444026
14,1,1,0.9740403555640829,0.0,0.0,-0.026840711278438976,0.026840711278438848,0.0,0.0,0.021106405448810227,-0.02110640544881027,0.02111027038540778,-0.021110270385407918,-0.15037423049172213,0.15037423049172194,-0.13249746961933198
15,0,0,0.9971735784173615,-0.13331928641937704,0.13331928641937696,0.025921607093805837,-0.025921607093805817,0.0,0.0,0.032204293736420725,-0.03220429373642082,0.02939413636949853,-0.0293941363694986,0.129058856284738,-0.12905885628473784,0.1831453844303359
16,0,0,0.9972549914633555,0.10813389952258169,-0.10813389952258154,-0.0379170124000796,0.037917012400079525,0.0,0.0,0.03412386510433602,-0.034123865104336217,0.03150555522656454,-0.03150555522656464,-0.1396234558568416,0.13962345585684166,-0.02855615670793743
17,0,0,0.978006508838513,-0.1379453126048859,0.1379453126048859,0.010373239304767861,-0.010373239304767771,0.0,0.0,0.03220141335097469,-0.03220141335097471,0.034896985982680234,-0.03489698598268029,0.11377560660912604,-0.11377560660912607,0.1354507937497837
18,0,0,0.9771606469617943,-0.06584415664741015,0.06584415664741011,0.031280109488947695,-0.03128010948894774,0.0,0.0,0.03224981196308959,-0.03224981196308948,0.031921199565628056,-0.031921199565628,0.23629297442809485,-0.23629297442809508,-0.07668470896550202
19,1,1,0.9975702768151771,0.1608775508805505,-0.16087755088055064,-0.10710678704168472,0.10710678704168475,0.0,0.0,-0.7358323147607116,0.7358323147607119,0.0,0.0,0.04013108987010771,-0.04013108987010771,-0.08891527098615154
20,0,0,0.9976044354192272,0.10940420045412366,-0.10940420045412373,-0.034418852333181954,0.034418852333181926,0.0,0.0,0.03227825904624246,-0.03227825904624251,0.03163630933805804,-0.03163630933805813,-0.14857038172038853,0.1485703817203885,-0.025355255474926647
21,0,0,0.9979159817891168,-0.06720854919056646,0.06720854919056624,0.028586708096502933,-0.028586708096502697,0.0,0.0,0.03544872363755996,-0.03544872363756013,0.027200683969160342,-0.027200683969160602,0.043817964012309585,-0.043817964012309654,-0.15554688894883614
22,0,0,0.9611223165955292,-0.04268366252951693,0.04268366252951706,0.0,0.0,0.0,0.0,0.03571258404113313,-0.035712584041133234,0.02841050108032204,-0.028410501080322097,0.2422641497846976,-0.24226414978469743,-0.09193305463333959
23,1,1,0.9999999992166804,-0.03407916054391173,0.03407916054391137,0.008021726357560821,-0.008021726357560377,0.0,0.0,0.008001516867167963,-0.008001516867168074,0.009021667673133883,-0.009021667673133891,0.026336502461820017,-0.026336502461820052,-0.04261291382393854
24,0,0,0.9982289934698224,-0.10166126319441238,0.10166126319441256,0.0,0.0,0.0,0.0,0.030565886575236793,-0.03056588657523665,0.03152281935408184,-0.0315228193540817,0.16030734332335708,-0.16030734332335714,0.19812644845964972
25,0,0,0.9977656365798802,0.10804461711363157,-0.10804461711363164,-0.03600616415865613,0.03600616415865611,0.0,0.0,0.031715031175415714,-0.031715031175415735,0.03252947281717927,-0.032529472817179286,-0.14167203557578803,0.1416720355757881,-0.029331345610591475
26,0,0,0.9789449007216752,-0.067236837118264,0.06723683711826395,0.03096536511819221,-0.030965365118192326,0.0,0.0,0.031306294304777764,-0.03130629430477778,0.030491764441346464,-0.030491764441346686,0.23368117072875327,-0.23368117072875322,-0.07660183079270319
27,0,0,0.9895467525988059,-0.0868731692633286,0.08687316926332854,-0.011125685310573646,0.011125685310573508,0.0,0.0,0.034114839508565475,-0.0341148395085654,0.031248391171808488,-0.031248391171808384,0.18258085845043265,-0.18258085845043273,0.21059110630577027
