index,true,pred_label,pred_prob,base_value,shap_end,shap_endOffset,shap_rBytesSum,shap_start,shap_sBytesSum,shap_startOffset,shap_sPayloadSum,shap_rPayloadSum,shap_rPackets,shap_sPackets
0,0,0,1.0,0.1971214838794237,0.00183963288448439,0.02288385682913814,0.3332075264095623,-0.014539396414979144,0.28089656001366126,0.017799388419504056,0.07257696625912372,-0.04542595892568323,0.1293472926644921,0.004292647981284223
1,0,0,1.0,0.1971214838794237,0.04749323000193113,0.07126757911495986,0.047183193172009266,-0.0008921821975661083,0.052663906512783354,0.4596746724106505,0.05507380031043219,0.008165637038072673,0.05893886394740785,0.003309815809907773
2,1,1,0.9998004394804589,0.802878516120576,-0.0026169146016078106,-0.041029896851358466,-0.2533442651261871,0.00469197427408937,-0.053690635920488866,0.07532238922904336,0.2571805518567573,0.003985859356960545,0.2108507259310077,-0.004427864788315406
3,1,1,0.9990441002333922,0.802878516120576,0.0010198387396009115,-0.024810278806548916,-0.0741655312986102,0.005685636805297392,-0.03193123151543125,0.06538982244843605,0.005625587451277657,-0.0021976510365452613,0.23180622588471858,0.019743165440638807
4,0,0,1.0,0.1971214838794237,0.007254806524863785,0.34935723752283704,0.28906607694007846,-0.021484826422095107,0.03298416100732674,-0.07340684632145883,0.10743671445225127,-0.0034066873826116982,0.1101899817908928,0.004887898008504864
5,1,1,1.0,0.802878516120576,0.00024630414685602303,-0.04696491084517971,0.28033460068831373,0.0019786251297746436,-0.05950621597772737,0.07021802488296078,-0.01780835007030399,0.0249015385831867,-0.05271944698466783,-0.003558685673770568
6,0,0,1.0,0.1971214838794237,0.004514594015377339,0.0804654687061434,0.12817695610095736,-0.003293115304337226,-0.013850147439356053,0.4635487216367108,0.03992114436513442,-0.013464539437017633,0.11393220526192498,0.0029272282150506245
7,0,0,1.0,0.1971214838794237,-7.624208504137808e-05,0.007880038726049374,0.39198097293520245,-0.014737679994656576,0.2826025187859649,-0.038251068550948494,0.07145948531755045,-0.03726246709666136,0.12966907870897207,0.009613879374156106
8,0,0,1.0,0.1971214838794237,0.007741043352629683,0.14112293280935315,0.06331680211292962,-0.0034604062510334905,0.02301282373167647,0.4905435645905583,0.036286506189929804,-0.006014942026143393,0.04695955239282777,0.0033706392178611314
9,0,0,1.0,0.1971214838794237,0.004514594015377339,0.08446660030273773,0.1355897199765361,-0.002730574728208107,0.021454475803603577,0.4278947948565766,0.04969876900318838,0.0035458818525685226,0.07449210034048019,0.003952154697727561
10,0,0,1.0,0.1971214838794237,-0.00021018523670539386,0.19742994075823092,0.2926442972210035,-0.018703284033520184,-0.04026048668688964,-0.0013608540542782155,0.07469855676660213,0.005323583061813144,0.29025865975285203,0.0030582885714791944
11,0,0,1.0,0.1971214838794237,0.004514594015377339,0.09161659826198604,0.12109673937470188,-0.0037028941385915614,-0.019306862034190235,0.4712209911434372,0.0410455039373439,-0.014583140909572748,0.10821870600059481,0.0027582804695014534
12,0,0,1.0,0.1971214838794237,-6.609636756627327e-05,0.07605843965982126,0.3121711973698158,-0.013758789242484951,0.2767773184015753,-0.026206005257337878,0.07116397842451552,-0.04308766748105076,0.145742134218556,0.004084006394743359
13,1,1,1.0,0.802878516120576,-0.00261346848097856,-0.07119901213054491,0.3287135452201426,-0.011374363866322259,-0.026267291628431475,0.07129000619414752,0.014738519970616102,0.00019368441764352709,-0.10294125400904695,-0.0034188818077839824
14,1,1,1.0,0.802878516120576,-0.002488917692145693,-0.04954913379063331,0.04956089605520009,0.014021858968438076,0.08218429826678425,0.06870056851557943,-0.011816374561701523,-0.03354858106183497,0.09885403791772793,-0.01879716873797127
15,0,0,1.0,0.1971214838794237,0.006836683931050824,0.13562121193784454,0.06458452559870592,-0.003378388352195751,0.02513260298774249,0.4841218155501719,0.036705515551238556,0.0012509739161508096,0.04863293578201856,0.0033706392178611314
16,0,0,1.0,0.1971214838794237,0.0057018671848561905,0.0906997191654781,0.3035897347389471,-0.015721223532178436,0.2834595653689549,-0.035415525313514766,0.07410368733590904,-0.04297552775825154,0.13521345324757703,0.004222765682810837
17,0,0,1.0,0.1971214838794237,0.000889323179256172,0.18426390530168585,0.22151369957908365,0.013668361456309945,0.09140615516065244,-0.009780028373150729,0.13984364777575317,0.014733711936791188,0.14192133087287712,0.004418409231330147
18,0,0,1.0,0.1971214838794237,0.003127922888723042,0.08119704837518076,0.12165195402977257,-0.004166372238924267,-0.015205843488539797,0.47057910448228024,0.038150192503829665,-0.007170144666092393,0.11178742601930748,0.0029272282150506245
