index,true,pred_label,pred_prob,base_value,shap_end,shap_endOffset,shap_rBytesSum,shap_start,shap_sBytesSum,shap_startOffset,shap_sPayloadSum,shap_rPayloadSum,shap_rPackets,shap_sPackets
0,0,0,1.0,0.1971214838794358,0.002019976210019595,0.038918024929642525,0.3467088788245192,0.005782146879064607,0.1120945515155887,-0.008041890439652753,0.052013211931475366,0.006768213241953296,0.160431757475379,0.08618364555257879
1,0,0,1.0,0.1971214838794358,0.0026310487944942954,0.09914020423293439,0.08916961892901203,0.006768582595138572,0.03195399645934312,0.4455858664976684,0.04386849255662018,0.01956222013900952,0.031909841621335075,0.032288644295011375
2,1,1,1.0,0.8028785161205643,-0.004927143781408909,-0.018756581689572314,-0.21300644945928662,-0.006331280441567743,-0.022929984633245696,0.04235981248468962,0.2681081717091914,-0.004824453402814688,0.1857567457814982,-0.028327352688037537
3,1,1,1.0,0.8028785161205643,-0.0037096516820260238,-0.015177335494642216,-0.07728502144517067,0.00040920866799381135,0.04315838729436808,0.05764097175359661,-0.0071453082129112775,-0.0076517588966511715,0.21884285794893332,-0.011960866054044197
4,0,0,1.0,0.1971214838794358,0.003223303549270104,0.19074060883850683,0.3003549046598691,0.0022119768755638316,0.006023635927288657,0.11380615634258542,0.06164570996614186,0.00576789118208507,0.1172454254700062,0.0018589033092516114
5,1,1,1.0,0.8028785161205643,-0.003118939581972917,-0.01068280392934337,0.23877562533914384,-0.004043458691758199,-0.04187310893590004,0.06232899599594488,-0.016186548731656182,0.017266259727950324,-0.007664520178279202,-0.03768001713468333
6,0,0,1.0,0.1971214838794358,0.0026570903719678744,0.08126136724410653,0.14363209781392222,0.0026574604672761756,-0.012241394301543175,0.4510158673023133,0.031221650968177916,0.005133108303764317,0.09735220727409583,0.0001890606764863238
7,0,0,1.0,0.1971214838794358,0.001547242194138588,0.010241190289477516,0.3921942101790106,0.006745714793876265,0.1081449664534925,-0.030073701250122917,0.04646513964519604,0.014246874721768568,0.161373085813598,0.09199379328013213
8,0,0,1.0,0.1971214838794358,0.002721026241469435,0.10822114285410286,0.09491881736346158,0.005773996145944688,0.008912519033130383,0.4688647853142553,0.052064874263976005,0.008392146419930809,0.023187360660332702,0.029821847823963726
9,0,0,1.0,0.1971214838794358,0.002613638788771609,0.08659605077083167,0.1267137146503195,0.002577050449349673,0.00534289785053139,0.46913381590691183,0.0302505749902933,0.003417474713708783,0.07657140654867003,-0.00033810854882035624
