index,true,pred_label,pred_prob,base_value,shap_end,shap_endOffset,shap_rBytesSum,shap_start,shap_sBytesSum,shap_startOffset,shap_sPayloadSum,shap_rPayloadSum,shap_rPackets,shap_sPackets
0,0,0,1.0,0.19712148387943532,0.005411284899739107,0.02463238290419219,0.30564780717905854,0.002236936115939498,0.14110858201415524,0.0005773557763303306,0.04112592344508633,0.010455695094349208,0.14852418910837542,0.12315835958333571
1,0,0,1.0,0.19712148387943532,0.007492599864586598,0.18185470790715144,0.0734768731601332,0.018719615118452344,0.05928532638173405,0.35874447977012175,0.029924567209497495,0.023157875862607945,0.018474304838704412,0.03174816600757285
2,1,1,1.0,0.8028785161205646,-0.005921374243032774,-0.005306133428167283,-0.09957771710819245,-0.002357270553778598,0.03783196261194835,0.03616824406824361,0.12463991797766329,0.03612314068017718,0.11168298402021903,-0.036162270145655116
3,1,1,1.0,0.8028785161205646,-0.0036608702256643094,0.001587936540681373,-0.021178666161198387,-0.002354273291709684,0.000514952135904108,0.03716849925726386,0.008805633877443483,-0.002565077243964464,0.17428612098805485,0.004517228002614915
4,0,0,1.0,0.19712148387943532,0.0034167937147320192,0.17173305780490694,0.2562687432405272,-0.0006156152601985187,0.06457729994369095,0.12951362596611107,0.0685478525582724,0.010522859961620456,0.10366370891322255,-0.004749810722323661
5,1,1,1.0,0.8028785161205646,-0.0035503436638845746,0.005017540715677216,0.19332213303781737,0.00017396501496470595,0.010496011320001285,0.0443059126519928,-0.019697158998630396,0.004440116698914841,0.00458398222084513,-0.04197067511827306
6,0,0,1.0,0.19712148387943532,0.0036253716491800366,0.15721610101277453,0.12844380215058784,0.01580969385363376,0.012671454353850002,0.34706038563879565,0.03408172472143831,0.007509470121907465,0.09649627369156007,-3.576107316509658e-05
7,0,0,1.0,0.19712148387943532,0.004721351051290704,0.001628647334359546,0.3184248062479229,0.003923202619969274,0.14574610525530662,-0.016509903845819345,0.0417388541678318,0.016784715667424947,0.14325487637239834,0.1431658612498778
8,0,0,1.0,0.19712148387943532,0.004932892508013358,0.19934083207096995,0.0826702636980184,0.019408061040630194,0.04075221719004425,0.3641447903590549,0.0324274528666329,0.008812713139556828,0.02750466643491961,0.022884626812721222
9,0,0,1.0,0.19712148387943532,0.003200130861749313,0.16666550095457291,0.11049032104206942,0.01492448429668633,0.039018041792515515,0.37187842660458914,0.032627862647250795,0.006590818023355739,0.06172042307854739,-0.004237493180772548
10,0,0,1.0,0.19712148387943532,0.008190788000721604,0.07104219977788388,0.2716275926242706,0.017892865943577026,0.033118063868368,0.05500881904732548,0.060411080523750736,0.016876285570150206,0.27050320670373,-0.0017923859392162884
