index,true,pred_label,pred_prob,base_value,shap_end,shap_endOffset,shap_rBytesSum,shap_start,shap_sBytesSum,shap_startOffset,shap_sPayloadSum,shap_rPayloadSum,shap_rPackets,shap_sPackets
0,0,0,1.0,0.197121483879423,-0.000495744857813684,0.06867496499335092,0.35387032905360627,0.0034713942843409874,0.056261852103274494,-0.007124795073113588,0.060167271250850356,-0.007400364831540392,0.1420101586725877,0.1334434505250448
1,0,0,1.0,0.197121483879423,0.00025468306193910084,0.048978252716034794,0.052220325527457416,0.018876671550801978,0.012137401958634119,0.5293205495285794,0.009283869017160499,0.021020503672513416,0.041839804989660175,0.06894645409780609
2,1,1,1.0,0.8028785161205768,-0.0018507156522159596,-0.024028068166920467,-0.2037719397168536,-0.0022864683839771464,-0.043155785181119996,0.048504513564590276,0.2975691167974744,-0.0007230740024004773,0.19180689473239196,-0.06494299011152664
3,1,1,1.0,0.8028785161205768,0.0021105027523041307,-0.028543079284847693,-0.07873462666114162,-0.0011790010760245936,-0.03757522810231879,0.0700637659347046,0.01192454082171401,0.0050720284437860185,0.23017636030056005,0.023806220750705463
4,0,0,1.0,0.197121483879423,-0.0003433879722288771,0.2878047493975404,0.27429773706305743,0.0030203509207101507,-0.040708284625946375,0.09376649211290516,0.08988649901160785,-0.012161830178883604,0.10611559683223057,0.0012005935595958853
5,1,1,1.0,0.8028785161205768,-0.0005618739616474385,-0.026963259160554844,0.2874384408182783,-0.0007339746255522949,-0.018544061575625128,0.06295160379522315,-0.007835164574159153,0.010952919951477616,-0.04222607560126388,-0.06735707118673448
6,0,0,1.0,0.197121483879423,-0.00017860495173981973,0.07338403115385693,0.13933915055824167,0.0024391956014273154,-0.01002513136965353,0.4631675662330547,0.03135294413915072,-0.012590857108554456,0.11428126691308779,0.0017089549517177239
7,0,0,1.0,0.197121483879423,-0.0003109780668655678,0.036792070315982785,0.4387139050646679,-0.0005572326442385223,0.05476433999498224,-0.049975364212624794,0.06607523684610686,0.00177200356413602,0.12470797699525232,0.13089655826319066
8,0,0,1.0,0.197121483879423,9.596366427035328e-05,0.10555015274425923,0.043178639991248303,0.00561007746148647,-0.01436943160072101,0.5256794576399855,0.027941770583715917,-0.002886232270796678,0.04054806449441325,0.07153005341272664
9,0,0,1.0,0.197121483879423,-0.00023272087778236113,0.07763312122310977,0.13624705622602487,0.0026148951494979157,-0.012650838130093545,0.4674166563023076,0.03264381189086294,-0.012356096468354621,0.11173209907149032,-0.0001694682664738287
