index,true,pred_label,pred_prob,shap_sBytesAvg,shap_rBytesAvg,shap_sFinRate,shap_rFinRate,shap_sSynRate,shap_rSynRate,shap_sRstRate,shap_rRstRate,shap_sttl,shap_rttl,shap_sAckRate,shap_rAckRate,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sPayloadAvg,shap_rPayloadAvg,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,0.9976165169565466,0.08533344230736815,-0.08533344230736824,-0.11464021979049625,0.1146402197904963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03465772928561944,-0.03465772928561939,0.03921540794293308,-0.039215407942932934,0.0,0.0
1,0,0,0.9411676801003391,-0.10674805106068236,0.10674805106068232,0.10633807059794825,-0.10633807059794811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029047094362393482,-0.029047094362393503,0.04215885881590616,-0.04215885881590629,0.0,0.0
2,1,1,0.9957103499418073,0.06907987721598494,-0.0690798772159852,0.20030185653342428,-0.20030185653342417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43684327662420785,0.43684327662420785,-0.6446130308999684,0.6446130308999687,0.10758800154827373,-0.10758800154827373
3,1,1,0.9974839185473386,-0.08597688603956043,0.08597688603956033,-0.1998155528351464,0.19981555283514651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369415999376258,-0.036941599937626135,-0.01505410029465453,0.015054100294654574
4,0,0,0.9991214793026867,-0.0776379782509159,0.0776379782509159,0.06475551121153106,-0.06475551121153106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028042619079350826,-0.02804261907935089,0.038828886659203504,-0.03882888665920365,0.0,0.0
5,1,1,0.9999999999999967,-0.025320074023436303,0.025320074023436393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03610992382467382,-0.03610992382467393,0.0,0.0
6,0,0,0.9908567361392656,-0.07961511215736769,0.07961511215736775,0.11556588783810723,-0.11556588783810735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03602586499743464,-0.03602586499743473,0.03809300710255966,-0.038093007102559716,0.0,0.0
7,0,0,0.9982607307835059,0.07835259416338289,-0.07835259416338297,-0.11628401222112252,0.1162840122211224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029319139617696,-0.029319139617696194,0.04329699297667622,-0.04329699297667625,0.0,0.0
8,0,0,0.9989631415649743,-0.09489052638246766,0.09489052638246759,0.0827625285057435,-0.08276252850574346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02443446610224559,-0.02443446610224595,0.03460687306026976,-0.03460687306026988,0.0,0.0
9,0,0,0.9992029155997678,-0.09450566964362256,0.09450566964362257,0.07857207196399454,-0.07857207196399456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036022305758482746,-0.03602230575848286,0.038809680475452704,-0.03880968047545284,0.0,0.0
10,0,0,0.9645051775239976,-0.0733985346473767,0.07339853464737664,0.12820335406554992,-0.1282033540655499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04409716763278592,-0.044097167632785976,0.0,0.0
11,0,0,0.9995782299593339,-0.07784835680243715,0.07784835680243721,0.06645717004138187,-0.06645717004138195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03717960129437205,-0.037179601294371985,0.03394185550350365,-0.0339418555035035,0.0,0.0
12,0,0,0.9976349876526732,0.084157472503573,-0.08415747250357294,-0.1217065912165434,0.1217065912165435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033194653168588384,-0.03319465316858836,0.04078634024417851,-0.04078634024417858,0.0,0.0
13,1,1,0.9999999999999976,0.07075457577900798,-0.07075457577900811,0.09160012574027016,-0.09160012574027042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13255166166630614,0.13255166166630597,0.0,0.0
