index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_sFinRate,shap_rFinRate,shap_sSynRate,shap_rSynRate,shap_sRstRate,shap_rRstRate,shap_sttl,shap_rttl,shap_sAckRate,shap_rAckRate,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sPayloadAvg,shap_rPayloadAvg,shap_sInterPacketAvg,shap_rInterPacketAvg
0,0,0,1.0,0.19712148387943598,0.03675180525953647,0.0008953523924973824,0.00011035992438626788,0.0006884112346000511,0.0,0.0,0.0,0.0,0.038390051058467205,0.017207874297030357,0.0,-8.937809134716388e-06,0.06624157424509419,-0.02347495202920007,0.10605817811629516,0.2979298418942205,0.045433226392408085,0.05331608593536894,0.017806549965844482,0.005133540961939116,0.06561831044563837,0.07478124383557841
1,0,0,1.0,0.19712148387943598,-1.632732844863529e-05,0.003505325776042051,0.00037623230018976107,0.0005608000223746006,0.0,0.0,0.0,0.0,0.0637076842249719,0.11980732764667223,0.0,4.553936383076326e-05,0.0008801192628061385,0.548237675802151,0.054294793873527765,-0.0880802655504785,0.016318709330237362,-0.003490315545554404,0.002820756105767148,0.0007579116311353726,0.04245860563721356,0.040693943568131996
2,1,1,1.0,0.8028785161205642,-0.042217353684703265,0.03854859212316962,-0.00010723147935038491,-0.00026779745831523034,1.6940658945086007e-20,0.0,0.0,0.0,0.052659359984614657,0.07336309763905048,4.2012834183813297e-19,0.0019980278466313305,0.016793593664474107,0.015767862567863746,-0.1197368401069203,-0.04168899578315149,0.02208797321496145,0.03496194882277763,0.015974024836926694,0.00011948184817934824,0.01462450202514673,0.11424123781809137
3,1,1,1.0,0.8028785161205642,0.01474511570189822,0.00901467457803174,-0.0001756276478179611,-0.00047211889693219697,1.1858461261560205e-20,0.0,0.0,0.0,-0.01110817589596786,-0.009396749041312082,2.168404344971009e-19,-7.463641819686253e-06,-0.04355704512592281,0.08894802711582207,-0.0033148793271452442,0.10991460486669642,0.012948360505990153,0.010444347721980982,-0.0061493143936962764,-0.0011906129752998916,0.012360093400040136,0.01411824693490035
4,0,0,1.0,0.19712148387943598,6.863207225462309e-05,0.004985789383286653,0.00017597246362693913,0.00036710134496518315,0.0,0.0,0.0,0.0,0.03607638944893314,0.07796474175114744,0.0,1.821509785232915e-05,0.008961276651570456,0.6252098568997349,0.006497555971045579,0.0008042622730379558,0.013775841560766739,-0.001934510466768912,0.003555037202803832,0.0010462465896518378,0.0009701007824085285,0.024336007094253296
5,1,1,1.0,0.8028785161205642,-0.0013958068365275645,-0.0015239847022254054,-0.00037623230018976215,-0.0007365800884806065,3.3881317890172014e-20,0.0,0.0,0.0,-0.020398063015265925,-0.009526238751842804,2.168404344971009e-19,-3.88261401621699e-05,0.004327342051220774,0.05482521614648163,0.0001012182165688112,0.23558386100175968,-0.01727623323549695,0.005112157268731574,-0.0037850351585164157,-0.0005513852483569323,-0.008462849873031772,-0.038757075455219836
6,0,0,1.0,0.19712148387943598,-0.002519969723114081,0.005436016773881,0.00037623230018976107,0.0028142983093653036,0.0,0.0,0.0,0.0,0.03491610195602847,0.014120707987125529,0.0,4.040140634045413e-05,0.01615389611518266,0.024472363618062737,0.05634441413297384,0.4480494320032318,0.022111748906037534,-0.0019253986010330437,0.008269485525938322,-2.3241282495981994e-05,0.07801333712789879,0.09622868956495706
7,0,0,1.0,0.19712148387943598,0.037890476473525864,0.0007278217157946629,0.00011035992438626788,0.0006892064161628157,0.0,0.0,0.0,0.0,0.02947464997212945,0.008759085440640411,0.0,-8.937809134716388e-06,0.057649156583172156,-0.023297816043820137,0.11952162149520833,0.3159040647762647,0.0021658229683632333,0.054323177516758206,0.0399640848886038,0.007037118219925211,0.07988782478824376,0.0720807987943461
8,0,0,1.0,0.19712148387943598,0.0003665874938390587,0.0019124023100853976,0.00017597246362693913,0.00034976983456951933,0.0,0.0,0.0,0.0,0.026845020707315318,0.07811922065934065,0.0,1.821509785232915e-05,-0.00409104065968075,0.6945085821733854,0.022701206038841123,-0.0686572877739933,0.010434522978122685,-0.003161766242801417,0.0029027845698993515,0.0002201948852781363,0.002785543897914955,0.03744858768697539
9,0,0,1.0,0.19712148387943598,-0.0005179905227368711,0.002526161905092649,0.00017597246362693913,0.00036710134496518315,0.0,0.0,0.0,0.0,0.03607638944893314,0.07796474175114744,0.0,1.821509785232915e-05,0.0012606073578143623,0.6297570440613965,0.008868706485280544,0.005350560416874909,0.01298595938071782,-0.002086995853314402,0.003832936468238471,0.0001265888121832448,0.00046758820704984744,0.02570492929544814
10,0,0,1.0,0.19712148387943598,0.0013307002618569272,0.004617711256835405,0.00037623230018976107,0.0029108481102106585,0.0,0.0,0.0,0.0,0.048486240199993126,0.017910755640854294,0.0,4.0401406340454125e-05,0.018126071529498553,0.011414143863386975,0.047381682224898004,0.45870911159427513,0.01813670749393746,-0.0011074507543044313,0.012938225319019501,0.0011829081826434788,0.06670207043224209,0.09372215705869295
