feature,mean,std
sBytesAvg,0.008158355205599344,0.0004920044566579828
rBytesAvg,0.003729221347331624,0.0003297203287769234
sFinRate,0.0,0.0
rFinRate,0.0001312335958006061,4.374453193349837e-05
sSynRate,0.0,0.0
rSynRate,0.0,0.0
sRstRate,0.0,0.0
rRstRate,0.0,0.0
sttl,0.012171916010498707,0.0007450228053478282
rttl,0.027373140857392907,0.0006396469298289407
sAckRate,0.0,0.0
rAckRate,0.0,0.0
sAckDelayMax,0.010542432195975537,0.0009893423340243696
rAckDelayMax,0.21340769903762036,0.0035234720201278383
sPackets,0.053740157480315,0.002691799787597594
rPackets,0.10404636920384958,0.003212022499206951
sWinTCP,0.022101924759405124,0.00115266011574785
rWinTCP,0.0016076115485564868,0.0002496218768703738
sPayloadAvg,0.00018591426071746798,9.842519685039229e-05
rPayloadAvg,0.006824146981627343,0.0005428553650914617
sInterPacketAvg,0.030446194225721847,0.0015947266958493387
rInterPacketAvg,0.07632327209098866,0.0020976004818213344
